,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Heroin
0,-0.18172634097886933,1,0.07536174179011276,1.0,-0.18187819936502034,0.12112420213436936,-0.17576734994334028,-0.12862033117751642,-0.2646924684501611,-0.0019195464674572058,-0.14305139411931792,-0.5512035618130048,1
1,-0.5070491692252121,0,1.0,1.0,-0.4757138544324165,-0.17305132311016608,0.5922118066055169,0.5251330248043087,0.21965384659792866,-0.04121107506148324,-0.32415954259325447,-0.06868389409556,0
2,-0.18172634097886933,0,0.07536174179011276,1.0,-0.4757138544324165,-0.11042415805790494,0.24595211259862002,-0.21412216583489047,-0.4678786269325359,-0.2928390813887702,-0.5691983470317126,0.2399149044675154,1
3,-1.0,1,0.6286570081533296,1.0,-0.4757138544324165,-0.015910564846570906,-0.2462331204393497,0.0540454761850786,0.17042686094978582,0.16883060651895299,-0.5691983470317126,-0.5512035618130048,1
4,-0.18172634097886933,1,1.0,1.0,-0.4757138544324165,0.24655068273998298,-0.49891109461717265,-0.08601029221736073,-0.08709256543777212,0.37701624542484047,-0.14305139411931792,-0.06868389409556,0
5,1.0,1,-0.4532473056005503,0.07036991070670377,-0.4757138544324165,-0.17305132311016608,-0.09173378783297138,-0.4433782308915495,0.5887725294138023,0.4707593899017423,-0.5691983470317126,-0.7350639091447699,1
6,0.15499142134729998,0,0.6286570081533296,-1.0,-0.4757138544324165,-0.11042415805790494,-0.33356547024524047,-0.08601029221736073,-0.08709256543777212,0.27118717454306135,-0.14305139411931792,0.07911834628681992,1
7,-0.18172634097886933,0,-0.6841783778403178,1.0,-0.4757138544324165,-0.36598751315244676,0.5922118066055169,-0.21412216583489047,-0.08709256543777212,0.4707593899017423,0.007145147841703563,-0.22376575229800433,1
8,-0.18172634097886933,1,0.07536174179011276,0.07036991070670377,-0.4757138544324165,0.21515399307539446,0.7859331140250403,-0.255896650333412,0.21965384659792866,0.327353392834463,-0.5691983470317126,-0.7350639091447699,1
9,0.5656605562579015,0,0.6286570081533296,1.0,-0.4757138544324165,-0.044900115607965904,0.0010140717730678388,-0.4009625069224716,0.17042686094978582,0.03559387592513481,-0.5691983470317126,-0.38397734118958754,1
